"userid","outlet_type","brand_name","business_category","date"
4047882,"online","Daraz","Market Place","2023-07-11"
4047882,"online","NDURE","Fashion","2023-07-15"
4047900,"online","Daraz","Market Place","2023-07-10"
4047900,"online","Daraz","Market Place","2023-07-20"
4047900,"online","Daraz","Market Place","2023-07-24"
4047900,"online","Daraz","Market Place","2023-07-25"
4047932,"online","foodpanda","Food & Restaurants","2023-07-16"
4047948,"online","Daraz","Market Place","2023-07-11"
4047957,"online","Daraz","Market Place","2023-07-11"
4048013,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-31"
4048013,"online","Servaid Pharmacy","Health & Fitness","2023-07-11"
4048013,"online","foodpanda","Food & Restaurants","2023-07-16"
4048013,"online","foodpanda","Food & Restaurants","2023-07-24"
4048130,"online","Moos 'n' Clucks","Food & Restaurants","2023-07-11"
4048130,"online","foodpanda","Food & Restaurants","2023-07-11"
4048130,"online","foodpanda","Food & Restaurants","2023-07-17"
4048188,"online","foodpanda","Food & Restaurants","2023-07-11"
4048212,"online","foodpanda","Food & Restaurants","2023-07-20"
4048250,"online","Caesars Pizza","Food & Restaurants","2023-07-14"
4048250,"online","Caesars Pizza","Food & Restaurants","2023-07-17"
4048250,"online","Juices Island Pakistan","Food & Restaurants","2023-07-11"
4048250,"online","Karachi Broast","Food & Restaurants","2023-07-19"
4048250,"online","Karachi Broast","Food & Restaurants","2023-07-24"
4048250,"online","Karachi Broast","Food & Restaurants","2023-07-26"
4048250,"online","PIZZERIA","Food & Restaurants","2023-07-28"
4048250,"online","Red Apple","Food & Restaurants","2023-07-12"
4048254,"online","Ailaaj","Health & Fitness","2023-07-11"
4048258,"online","foodpanda","Food & Restaurants","2023-07-11"
4048273,"online","foodpanda","Food & Restaurants","2023-07-14"
4048290,"online","foodpanda","Food & Restaurants","2023-07-11"
4048324,"online","foodpanda","Food & Restaurants","2023-07-13"
4048328,"online","foodpanda","Food & Restaurants","2023-07-11"
4048338,"online","foodpanda","Food & Restaurants","2023-07-11"
4048397,"online","foodpanda","Food & Restaurants","2023-07-11"
4048400,"online","foodpanda","Food & Restaurants","2023-07-11"
4048418,"online","Daraz","Market Place","2023-07-11"
4048418,"online","Daraz","Market Place","2023-07-12"
4048418,"online","Daraz","Market Place","2023-07-17"
4048418,"online","Daraz","Market Place","2023-07-18"
4048438,"online","OPTP","Food & Restaurants","2023-07-18"
4048455,"online","OPTP","Food & Restaurants","2023-07-11"
4048469,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-16"
4048469,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-17"
4048469,"online","foodpanda","Food & Restaurants","2023-07-21"
4048498,"online","foodpanda","Food & Restaurants","2023-07-11"
4048557,"online","foodpanda","Food & Restaurants","2023-07-11"
4048574,"online","foodpanda","Food & Restaurants","2023-07-11"
4048603,"online","foodpanda","Food & Restaurants","2023-07-11"
4048605,"online","foodpanda","Food & Restaurants","2023-07-11"
4048627,"online","AliExpress","Market Place","2023-07-12"
4048629,"online","foodpanda","Food & Restaurants","2023-07-11"
4048635,"online","Leyjao.pk","Electronics & Home Appliances","2023-07-11"
4048636,"online","foodpanda","Food & Restaurants","2023-07-11"
4048663,"online","foodpanda","Food & Restaurants","2023-07-11"
4048672,"online","Scents'n Stories","Health, Beauty & Gifts","2023-07-12"
4048675,"online","Daraz","Market Place","2023-07-11"
4048675,"online","Daraz","Market Place","2023-07-22"
4048675,"online","Daraz","Market Place","2023-07-24"
4048675,"online","Naheed.pk","Stores & Grocery","2023-07-15"
4048675,"online","Naheed.pk","Stores & Grocery","2023-07-17"
4048675,"online","Naheed.pk","Stores & Grocery","2023-07-18"
4048675,"online","foodpanda","Food & Restaurants","2023-07-11"
4048675,"online","foodpanda","Food & Restaurants","2023-07-18"
4048694,"online","foodpanda","Food & Restaurants","2023-07-11"
4048698,"online","foodpanda","Food & Restaurants","2023-07-11"
4048711,"online","foodpanda","Food & Restaurants","2023-07-11"
4048718,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-22"
4048719,"online","foodpanda","Food & Restaurants","2023-07-11"
4048720,"online","Daraz","Market Place","2023-07-18"
4048720,"online","Daraz","Market Place","2023-07-26"
4048720,"online","SAYA","Fashion","2023-07-17"
4048720,"online","SAYA","Fashion","2023-07-19"
4048731,"online","foodpanda","Food & Restaurants","2023-07-11"
4048735,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-14"
4048751,"online","foodpanda","Food & Restaurants","2023-07-11"
4048776,"online","foodpanda","Food & Restaurants","2023-07-11"
4048784,"online","foodpanda","Food & Restaurants","2023-07-11"
4048791,"online","foodpanda","Food & Restaurants","2023-07-11"
4048795,"online","Daraz","Market Place","2023-07-12"
4048799,"online","foodpanda","Food & Restaurants","2023-07-11"
4048812,"online","foodpanda","Food & Restaurants","2023-07-11"
4048819,"online","foodpanda","Food & Restaurants","2023-07-11"
4048834,"online","foodpanda","Food & Restaurants","2023-07-11"
4048836,"online","Servaid Pharmacy","Health & Fitness","2023-07-13"
4048836,"online","Shield Corporation Limited","Stores & Grocery","2023-07-11"
4048837,"online","foodpanda","Food & Restaurants","2023-07-11"
4048857,"online","foodpanda","Food & Restaurants","2023-07-12"
4048863,"online","foodpanda","Food & Restaurants","2023-07-11"
4048876,"online","foodpanda","Food & Restaurants","2023-07-12"
4048897,"online","foodpanda","Food & Restaurants","2023-07-11"
4048898,"online","foodpanda","Food & Restaurants","2023-07-12"
4048914,"online","foodpanda","Food & Restaurants","2023-07-12"
4048920,"online","foodpanda","Food & Restaurants","2023-07-11"
4048931,"online","foodpanda","Food & Restaurants","2023-07-12"
4048935,"online","foodpanda","Food & Restaurants","2023-07-11"
4048938,"online","foodpanda","Food & Restaurants","2023-07-12"
4048970,"online","foodpanda","Food & Restaurants","2023-07-11"
4048979,"online","foodpanda","Food & Restaurants","2023-07-11"
4048987,"online","foodpanda","Food & Restaurants","2023-07-11"
4048990,"online","foodpanda","Food & Restaurants","2023-07-21"
4049026,"online","Daraz","Market Place","2023-07-13"
4049055,"online","foodpanda","Food & Restaurants","2023-07-11"
4049070,"online","foodpanda","Food & Restaurants","2023-07-11"
4049077,"online","Daraz","Market Place","2023-07-11"
4049109,"online","foodpanda","Food & Restaurants","2023-07-11"
4049135,"online","Telenor","Services & Utilities","2023-07-11"
4049146,"online","foodpanda","Food & Restaurants","2023-07-11"
4049168,"online","foodpanda","Food & Restaurants","2023-07-11"
4049219,"online","foodpanda","Food & Restaurants","2023-07-11"
4049282,"online","foodpanda","Food & Restaurants","2023-07-11"
4049290,"online","Telenor","Services & Utilities","2023-07-11"
4049317,"online","foodpanda","Food & Restaurants","2023-07-11"
4049347,"online","foodpanda","Food & Restaurants","2023-07-11"
4049422,"online","foodpanda","Food & Restaurants","2023-07-11"
4049460,"online","Krave Mart","Stores & Grocery","2023-07-26"
4049460,"online","Krave Mart","Stores & Grocery","2023-07-30"
4049482,"instore","Pizza Max","Food & Restaurants","2023-07-15"
4049482,"instore","Pizza Max","Food & Restaurants","2023-07-16"
4049482,"instore","Pizza Max","Food & Restaurants","2023-07-19"
4049482,"instore","Pizza Max","Food & Restaurants","2023-07-23"
4049482,"instore","Pizza Max","Food & Restaurants","2023-07-26"
4049482,"instore","Pizza Max","Food & Restaurants","2023-07-29"
4049500,"online","foodpanda","Food & Restaurants","2023-07-11"
4049533,"online","Daraz","Market Place","2023-07-11"
4049540,"online","foodpanda","Food & Restaurants","2023-07-11"
4049553,"online","Daraz","Market Place","2023-07-13"
4049566,"online","foodpanda","Food & Restaurants","2023-07-11"
4049590,"online","foodpanda","Food & Restaurants","2023-07-11"
4049594,"online","Simply Sufi","Stores & Grocery","2023-07-11"
4049600,"online","Hunza Candle","Fashion","2023-07-30"
4049631,"online","Simply Sufi","Stores & Grocery","2023-07-11"
4049643,"online","foodpanda","Food & Restaurants","2023-07-11"
4049648,"online","Simply Sufi","Stores & Grocery","2023-07-11"
4049695,"online","foodpanda","Food & Restaurants","2023-07-12"
4049707,"online","foodpanda","Food & Restaurants","2023-07-11"
4049708,"online","foodpanda","Food & Restaurants","2023-07-11"
4049724,"online","foodpanda","Food & Restaurants","2023-07-20"
4049734,"online","foodpanda","Food & Restaurants","2023-07-11"
4049751,"online","foodpanda","Food & Restaurants","2023-07-11"
4049759,"online","foodpanda","Food & Restaurants","2023-07-11"
4049797,"online","foodpanda","Food & Restaurants","2023-07-11"
4049798,"online","foodpanda","Food & Restaurants","2023-07-11"
4049846,"online","foodpanda","Food & Restaurants","2023-07-11"
4049898,"online","foodpanda","Food & Restaurants","2023-07-11"
4049914,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-20"
4049921,"online","foodpanda","Food & Restaurants","2023-07-11"
4049960,"instore","DUNKIN","Food & Restaurants","2023-07-14"
4049973,"online","Daraz","Market Place","2023-07-11"
4050068,"online","foodpanda","Food & Restaurants","2023-07-11"
4050069,"online","Daraz","Market Place","2023-07-11"
4050069,"online","Daraz","Market Place","2023-07-15"
4050069,"online","Daraz","Market Place","2023-07-17"
4050099,"online","foodpanda","Food & Restaurants","2023-07-11"
4050126,"online","foodpanda","Food & Restaurants","2023-07-11"
4050149,"online","Telenor","Services & Utilities","2023-07-11"
4050153,"online","foodpanda","Food & Restaurants","2023-07-11"
4050162,"online","foodpanda","Food & Restaurants","2023-07-19"
4050194,"online","Daraz","Market Place","2023-07-11"
4050205,"online","foodpanda","Food & Restaurants","2023-07-13"
4050269,"online","Daraz","Market Place","2023-07-11"
4050269,"online","Daraz","Market Place","2023-07-13"
4050302,"online","foodpanda","Food & Restaurants","2023-07-13"
4050335,"online","foodpanda","Food & Restaurants","2023-07-11"
4050392,"online","Pizza Max","Food & Restaurants","2023-07-11"
4050417,"online","foodpanda","Food & Restaurants","2023-07-11"
4050470,"online","foodpanda","Food & Restaurants","2023-07-11"
4050478,"online","Daraz","Market Place","2023-07-11"
4050478,"online","Daraz","Market Place","2023-07-18"
4050512,"online","foodpanda","Food & Restaurants","2023-07-15"
4050512,"online","foodpanda","Food & Restaurants","2023-07-29"
4050517,"online","foodpanda","Food & Restaurants","2023-07-11"
4050563,"online","foodpanda","Food & Restaurants","2023-07-11"
4050631,"online","foodpanda","Food & Restaurants","2023-07-11"
4050655,"online","foodpanda","Food & Restaurants","2023-07-11"
4050691,"instore","OPTP","Food & Restaurants","2023-07-11"
4050702,"online","Pizza Max","Food & Restaurants","2023-07-11"
4050706,"online","Daraz","Market Place","2023-07-11"
4050715,"online","foodpanda","Food & Restaurants","2023-07-11"
4050738,"online","foodpanda","Food & Restaurants","2023-07-11"
4050781,"online","Rivaj","Health, Beauty & Gifts","2023-07-13"
4050791,"online","Appollo","Fashion","2023-07-23"
4050791,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-14"
4050791,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-20"
4050791,"online","VINCE","Health, Beauty & Gifts","2023-07-14"
4050791,"online","elo","Fashion","2023-07-14"
4050813,"online","foodpanda","Food & Restaurants","2023-07-11"
4050861,"online","Daraz","Market Place","2023-07-27"
4050934,"online","foodpanda","Food & Restaurants","2023-07-15"
4050934,"online","foodpanda","Food & Restaurants","2023-07-18"
4050934,"online","foodpanda","Food & Restaurants","2023-07-23"
4050934,"online","foodpanda","Food & Restaurants","2023-07-25"
4050964,"online","Scents'n Stories","Health, Beauty & Gifts","2023-07-21"
4050968,"online","Daraz","Market Place","2023-07-11"
4051018,"online","foodpanda","Food & Restaurants","2023-07-11"
4051045,"online","Daraz","Market Place","2023-07-13"
4051067,"online","Daraz","Market Place","2023-07-11"
4051067,"online","Daraz","Market Place","2023-07-12"
4051067,"online","Daraz","Market Place","2023-07-13"
4051067,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-13"
4051079,"online","foodpanda","Food & Restaurants","2023-07-14"
4051106,"online","foodpanda","Food & Restaurants","2023-07-12"
4051182,"online","foodpanda","Food & Restaurants","2023-07-11"
4051261,"online","foodpanda","Food & Restaurants","2023-07-11"
4051315,"online","Daraz","Market Place","2023-07-11"
4051344,"online","Daraz","Market Place","2023-07-11"
4051359,"online","foodpanda","Food & Restaurants","2023-07-18"
4051474,"online","Daraz","Market Place","2023-07-11"
4051474,"online","Daraz","Market Place","2023-07-12"
4051490,"online","foodpanda","Food & Restaurants","2023-07-11"
4051503,"online","Juices Island Pakistan","Food & Restaurants","2023-07-17"
4051503,"online","foodpanda","Food & Restaurants","2023-07-11"
4051589,"online","Scents'n Stories","Health, Beauty & Gifts","2023-07-23"
4051592,"online","IDEAS","Fashion","2023-07-11"
4051629,"online","Rhizmall","Electronics & Home Appliances","2023-07-11"
4051639,"online","foodpanda","Food & Restaurants","2023-07-26"
4051666,"online","Daraz","Market Place","2023-07-12"
4051666,"online","IDEAS","Fashion","2023-07-24"
4051668,"online","foodpanda","Food & Restaurants","2023-07-28"
4051675,"online","Scents'n Stories","Health, Beauty & Gifts","2023-07-11"
4051702,"online","Daraz","Market Place","2023-07-11"
4051748,"online","Krave Mart","Stores & Grocery","2023-07-21"
4051777,"online","foodpanda","Food & Restaurants","2023-07-19"
4051907,"online","Daraz","Market Place","2023-07-13"
4051941,"online","Servaid Pharmacy","Health & Fitness","2023-07-11"
4051983,"online","foodpanda","Food & Restaurants","2023-07-18"
4052043,"online","Daraz","Market Place","2023-07-29"
4052075,"instore","IDEAS","Fashion","2023-07-11"
4052075,"online","Daraz","Market Place","2023-07-11"
4052075,"online","foodpanda","Food & Restaurants","2023-07-17"
4052109,"online","foodpanda","Food & Restaurants","2023-07-11"
4052112,"online","Rhizmall","Electronics & Home Appliances","2023-07-18"
4052144,"online","foodpanda","Food & Restaurants","2023-07-11"
4052144,"online","foodpanda","Food & Restaurants","2023-07-12"
4052144,"online","foodpanda","Food & Restaurants","2023-07-19"
4052144,"online","foodpanda","Food & Restaurants","2023-07-20"
4052144,"online","foodpanda","Food & Restaurants","2023-07-21"
4052144,"online","foodpanda","Food & Restaurants","2023-07-22"
4052144,"online","foodpanda","Food & Restaurants","2023-07-23"
4052144,"online","foodpanda","Food & Restaurants","2023-07-25"
4052144,"online","foodpanda","Food & Restaurants","2023-07-26"
4052144,"online","foodpanda","Food & Restaurants","2023-07-30"
4052172,"online","foodpanda","Food & Restaurants","2023-07-12"
4052196,"online","Forever Shoes","Fashion","2023-07-28"
4052196,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-16"
4052200,"online","Daraz","Market Place","2023-07-11"
4052275,"online","Daraz","Market Place","2023-07-11"
4052309,"online","GrocerApp","Stores & Grocery","2023-07-11"
4052339,"online","foodpanda","Food & Restaurants","2023-07-15"
4052397,"online","Daraz","Market Place","2023-07-11"
4052416,"online","Krave Mart","Stores & Grocery","2023-07-11"
4052416,"online","foodpanda","Food & Restaurants","2023-07-26"
4052444,"online","Daraz","Market Place","2023-07-14"
4052444,"online","Daraz","Market Place","2023-07-16"
4052459,"online","foodpanda","Food & Restaurants","2023-07-23"
4052488,"online","Daraz","Market Place","2023-07-15"
4052522,"online","Daraz","Market Place","2023-07-11"
4052607,"online","Daraz","Market Place","2023-07-14"
4052607,"online","Naheed.pk","Stores & Grocery","2023-07-24"
4052607,"online","foodpanda","Food & Restaurants","2023-07-15"
4052642,"online","GrocerApp","Stores & Grocery","2023-07-15"
4052649,"online","Rhizmall","Electronics & Home Appliances","2023-07-12"
4052665,"online","foodpanda","Food & Restaurants","2023-07-11"
4052680,"online","foodpanda","Food & Restaurants","2023-07-11"
4052690,"online","Krave Mart","Stores & Grocery","2023-07-11"
4052690,"online","Krave Mart","Stores & Grocery","2023-07-13"
4052690,"online","Krave Mart","Stores & Grocery","2023-07-28"
4052706,"online","foodpanda","Food & Restaurants","2023-07-30"
4052717,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-18"
4052725,"online","Pizza Max","Food & Restaurants","2023-07-15"
4052758,"online","Metro Cash & Carry","Stores & Grocery","2023-07-17"
4052760,"online","foodpanda","Food & Restaurants","2023-07-11"
4052796,"online","Rivaj","Health, Beauty & Gifts","2023-07-18"
4052814,"online","California Pizza","Food & Restaurants","2023-07-11"
4052825,"online","Metro Cash & Carry","Stores & Grocery","2023-07-17"
4052826,"online","foodpanda","Food & Restaurants","2023-07-30"
4052826,"online","foodpanda","Food & Restaurants","2023-07-31"
4052831,"online","Daraz","Market Place","2023-07-14"
4052852,"instore","IDEAS","Fashion","2023-07-14"
4052852,"online","SAYA","Fashion","2023-07-13"
4052920,"online","Daraz","Market Place","2023-07-12"
4052935,"online","foodpanda","Food & Restaurants","2023-07-13"
4052983,"online","foodpanda","Food & Restaurants","2023-07-17"
4053107,"online","Homazing","Fashion","2023-07-16"
4053136,"online","foodpanda","Food & Restaurants","2023-07-11"
4053159,"online","IFG","Fashion","2023-07-11"
4053159,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-17"
4053193,"online","foodpanda","Food & Restaurants","2023-07-12"
4053195,"online","Daraz","Market Place","2023-07-11"
4053201,"instore","OPTP","Food & Restaurants","2023-07-16"
4053201,"instore","OPTP","Food & Restaurants","2023-07-18"
4053201,"instore","OPTP","Food & Restaurants","2023-07-20"
4053201,"instore","OPTP","Food & Restaurants","2023-07-23"
4053201,"instore","OPTP","Food & Restaurants","2023-07-25"
4053207,"online","Daraz","Market Place","2023-07-30"
4053211,"online","foodpanda","Food & Restaurants","2023-07-11"
4053217,"online","foodpanda","Food & Restaurants","2023-07-11"
4053236,"online","Daraz","Market Place","2023-07-14"
4053267,"online","foodpanda","Food & Restaurants","2023-07-11"
4053278,"online","foodpanda","Food & Restaurants","2023-07-12"
4053279,"online","Naheed.pk","Stores & Grocery","2023-07-12"
4053283,"online","Daraz","Market Place","2023-07-29"
4053283,"online","Krave Mart","Stores & Grocery","2023-07-11"
4053283,"online","Krave Mart","Stores & Grocery","2023-07-16"
4053285,"online","Daraz","Market Place","2023-07-12"
4053319,"online","Daraz","Market Place","2023-07-12"
4053319,"online","Daraz","Market Place","2023-07-16"
4053357,"online","foodpanda","Food & Restaurants","2023-07-12"
4053362,"online","foodpanda","Food & Restaurants","2023-07-22"
4053416,"online","foodpanda","Food & Restaurants","2023-07-12"
4053416,"online","foodpanda","Food & Restaurants","2023-07-23"
4053445,"online","foodpanda","Food & Restaurants","2023-07-14"
4053445,"online","foodpanda","Food & Restaurants","2023-07-27"
4053497,"online","foodpanda","Food & Restaurants","2023-07-25"
4053507,"online","foodpanda","Food & Restaurants","2023-07-15"
4053563,"online","foodpanda","Food & Restaurants","2023-07-12"
4053588,"online","Daraz","Market Place","2023-07-12"
4053588,"online","Krave Mart","Stores & Grocery","2023-07-24"
4053588,"online","Shield Corporation Limited","Stores & Grocery","2023-07-14"
4053602,"online","Metro Cash & Carry","Stores & Grocery","2023-07-11"
4053602,"online","Metro Cash & Carry","Stores & Grocery","2023-07-13"
4053625,"online","foodpanda","Food & Restaurants","2023-07-13"
4053635,"online","Bata","Fashion","2023-07-29"
4053671,"online","Metro Cash & Carry","Stores & Grocery","2023-07-11"
4053671,"online","Metro Cash & Carry","Stores & Grocery","2023-07-13"
4053680,"online","elo","Fashion","2023-07-11"
4053716,"online","foodpanda","Food & Restaurants","2023-07-15"
4053736,"online","foodpanda","Food & Restaurants","2023-07-11"
4053754,"online","Metro Cash & Carry","Stores & Grocery","2023-07-11"
4053754,"online","Metro Cash & Carry","Stores & Grocery","2023-07-13"
4053798,"online","Audionic","Electronics & Home Appliances","2023-07-16"
4053803,"online","foodpanda","Food & Restaurants","2023-07-15"
4053812,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-18"
4053883,"online","foodpanda","Food & Restaurants","2023-07-15"
4053896,"online","foodpanda","Food & Restaurants","2023-07-21"
4053948,"online","Daraz","Market Place","2023-07-12"
4053989,"online","Metro Cash & Carry","Stores & Grocery","2023-07-11"
4053989,"online","Metro Cash & Carry","Stores & Grocery","2023-07-13"
4054014,"online","Daraz","Market Place","2023-07-12"
4054017,"online","GrocerApp","Stores & Grocery","2023-07-11"
4054030,"online","foodpanda","Food & Restaurants","2023-07-12"
4054048,"online","foodpanda","Food & Restaurants","2023-07-15"
4054051,"online","foodpanda","Food & Restaurants","2023-07-11"
4054060,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-17"
4054070,"online","Pizza Max","Food & Restaurants","2023-07-11"
4054107,"online","Daraz","Market Place","2023-07-13"
4054174,"online","Metro Cash & Carry","Stores & Grocery","2023-07-11"
4054174,"online","Metro Cash & Carry","Stores & Grocery","2023-07-13"
4054193,"online","foodpanda","Food & Restaurants","2023-07-22"
4054243,"online","Daraz","Market Place","2023-07-21"
4054243,"online","foodpanda","Food & Restaurants","2023-07-11"
4054243,"online","foodpanda","Food & Restaurants","2023-07-20"
4054246,"online","foodpanda","Food & Restaurants","2023-07-11"
4054246,"online","foodpanda","Food & Restaurants","2023-07-12"
4054246,"online","foodpanda","Food & Restaurants","2023-07-17"
4054246,"online","foodpanda","Food & Restaurants","2023-07-30"
4054268,"online","Metro Cash & Carry","Stores & Grocery","2023-07-11"
4054268,"online","Metro Cash & Carry","Stores & Grocery","2023-07-13"
4054360,"online","foodpanda","Food & Restaurants","2023-07-22"
4054422,"online","Daraz","Market Place","2023-07-11"
4054422,"online","Daraz","Market Place","2023-07-12"
4054449,"online","foodpanda","Food & Restaurants","2023-07-13"
4054466,"online","Daraz","Market Place","2023-07-11"
4054468,"online","foodpanda","Food & Restaurants","2023-07-12"
4054558,"online","Daraz","Market Place","2023-07-11"
4054629,"online","GrocerApp","Stores & Grocery","2023-07-11"
4054629,"online","GrocerApp","Stores & Grocery","2023-07-22"
4054629,"online","Rhizmall","Electronics & Home Appliances","2023-07-29"
4054629,"online","foodpanda","Food & Restaurants","2023-07-24"
4054629,"online","foodpanda","Food & Restaurants","2023-07-27"
4054629,"online","foodpanda","Food & Restaurants","2023-07-29"
4054629,"online","foodpanda","Food & Restaurants","2023-07-30"
4054648,"online","foodpanda","Food & Restaurants","2023-07-21"
4054677,"online","Daraz","Market Place","2023-07-31"
4054677,"online","Krave Mart","Stores & Grocery","2023-07-28"
4054734,"online","foodpanda","Food & Restaurants","2023-07-11"
4054734,"online","foodpanda","Food & Restaurants","2023-07-26"
4054753,"online","Krave Mart","Stores & Grocery","2023-07-16"
4054781,"online","foodpanda","Food & Restaurants","2023-07-27"
4054817,"online","Metro Cash & Carry","Stores & Grocery","2023-07-12"
4054896,"online","ChiltanPure","Health, Beauty & Gifts","2023-07-17"
4054926,"online","foodpanda","Food & Restaurants","2023-07-12"
4054949,"online","foodpanda","Food & Restaurants","2023-07-11"
4054957,"online","Pizza Max","Food & Restaurants","2023-07-11"
4054970,"online","Daraz","Market Place","2023-07-17"
4054974,"online","Audionic","Electronics & Home Appliances","2023-07-27"
4054977,"online","Daraz","Market Place","2023-07-15"
4054985,"online","Xcessories Hub","Electronics & Home Appliances","2023-07-15"
4055005,"online","foodpanda","Food & Restaurants","2023-07-11"
4055068,"online","Miss Rose Pakistan","Health, Beauty & Gifts","2023-07-11"
4055100,"online","foodpanda","Food & Restaurants","2023-07-13"
4055120,"online","foodpanda","Food & Restaurants","2023-07-11"
4055120,"online","foodpanda","Food & Restaurants","2023-07-14"
4055120,"online","foodpanda","Food & Restaurants","2023-07-18"
4055192,"online","Daraz","Market Place","2023-07-26"
4055192,"online","Daraz","Market Place","2023-07-30"
4055192,"online","foodpanda","Food & Restaurants","2023-07-12"
4055209,"online","foodpanda","Food & Restaurants","2023-07-15"
4055327,"online","Jazaa","Stores & Grocery","2023-07-11"
4055327,"online","foodpanda","Food & Restaurants","2023-07-23"
4055453,"online","Naheed.pk","Stores & Grocery","2023-07-12"
4055456,"online","Daraz","Market Place","2023-07-11"
4055456,"online","Daraz","Market Place","2023-07-14"
4055456,"online","Daraz","Market Place","2023-07-17"
4055463,"online","Bachaa Party","Fashion","2023-07-28"
4055480,"online","Naheed.pk","Stores & Grocery","2023-07-12"
4055492,"online","Naheed.pk","Stores & Grocery","2023-07-12"
4055501,"online","Naheed.pk","Stores & Grocery","2023-07-12"
4055513,"online","foodpanda","Food & Restaurants","2023-07-14"
4055520,"online","Pizza Max","Food & Restaurants","2023-07-11"
4055526,"instore","Karachi Broast","Food & Restaurants","2023-07-12"
4055538,"online","Naheed.pk","Stores & Grocery","2023-07-12"
4055570,"online","foodpanda","Food & Restaurants","2023-07-12"
4055577,"online","foodpanda","Food & Restaurants","2023-07-14"
4055607,"online","Daraz","Market Place","2023-07-11"
4055607,"online","Daraz","Market Place","2023-07-16"
4055607,"online","Daraz","Market Place","2023-07-24"
4055607,"online","Daraz","Market Place","2023-07-30"
4055614,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-13"
4055640,"online","foodpanda","Food & Restaurants","2023-07-18"
4055697,"online","Daraz","Market Place","2023-07-16"
4055701,"online","Daraz","Market Place","2023-07-11"
4055717,"online","Scents'n Stories","Health, Beauty & Gifts","2023-07-18"
4055819,"online","foodpanda","Food & Restaurants","2023-07-12"
4055861,"online","foodpanda","Food & Restaurants","2023-07-11"
4055872,"online","foodpanda","Food & Restaurants","2023-07-13"
4055883,"online","Baby Nest Boutique","Fashion","2023-07-15"
4055883,"online","OPTP","Food & Restaurants","2023-07-11"
4055883,"online","Servaid Pharmacy","Health & Fitness","2023-07-17"
4055883,"online","foodpanda","Food & Restaurants","2023-07-12"
4055905,"online","elo","Fashion","2023-07-14"
4055951,"online","Daraz","Market Place","2023-07-11"
4055985,"online","Daraz","Market Place","2023-07-11"
4055985,"online","Daraz","Market Place","2023-07-12"
4056008,"online","Daraz","Market Place","2023-07-11"
4056016,"online","Daraz","Market Place","2023-07-12"
4056040,"online","foodpanda","Food & Restaurants","2023-07-12"
4056078,"online","Ailaaj","Health & Fitness","2023-07-12"
4056078,"online","Ailaaj","Health & Fitness","2023-07-20"
4056078,"online","Ailaaj","Health & Fitness","2023-07-27"
4056078,"online","Daraz","Market Place","2023-07-11"
4056078,"online","Daraz","Market Place","2023-07-13"
4056078,"online","Daraz","Market Place","2023-07-17"
4056078,"online","Daraz","Market Place","2023-07-20"
4056078,"online","Daraz","Market Place","2023-07-21"
4056078,"online","Daraz","Market Place","2023-07-22"
4056078,"online","Daraz","Market Place","2023-07-27"
4056078,"online","Jazaa","Stores & Grocery","2023-07-14"
4056078,"online","Jazaa","Stores & Grocery","2023-07-18"
4056078,"online","Rivaj","Health, Beauty & Gifts","2023-07-14"
4056078,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-11"
4056096,"online","Daraz","Market Place","2023-07-13"
4056105,"online","Pizza Max","Food & Restaurants","2023-07-23"
4056105,"online","foodpanda","Food & Restaurants","2023-07-14"
4056105,"online","foodpanda","Food & Restaurants","2023-07-21"
4056110,"online","Orient Textile","Fashion","2023-07-30"
4056118,"online","Daraz","Market Place","2023-07-11"
4056154,"online","Daraz","Market Place","2023-07-12"
4056166,"online","Daraz","Market Place","2023-07-12"
4056225,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-15"
4056265,"online","Rhizmall","Electronics & Home Appliances","2023-07-16"
4056293,"online","foodpanda","Food & Restaurants","2023-07-15"
4056293,"online","foodpanda","Food & Restaurants","2023-07-19"
4056324,"online","foodpanda","Food & Restaurants","2023-07-12"
4056371,"online","Hobnob","Food & Restaurants","2023-07-12"
4056371,"online","foodpanda","Food & Restaurants","2023-07-14"
4056371,"online","foodpanda","Food & Restaurants","2023-07-16"
4056371,"online","foodpanda","Food & Restaurants","2023-07-19"
4056402,"online","foodpanda","Food & Restaurants","2023-07-12"
4056416,"online","foodpanda","Food & Restaurants","2023-07-13"
4056422,"online","Ample Perfumes","Health, Beauty & Gifts","2023-07-12"
4056452,"online","Daraz","Market Place","2023-07-19"
4056452,"online","Daraz","Market Place","2023-07-29"
